id;name;Price [CZK];Price without VAT [CZK];Rating;rating_count;availability;"Display size [""]";Display resolution;Panel type;Display type;Aspect Ratio;Display refresh rate [Hz];Luminosity [Nits];Colour coverage and certification;Processor type;AMD processor generation;Processor model number;Number of processor cores;Processor frequency [GHz];Core boost frequency [GHz];TDP [W];Cache processor [MB];CPU features;Size of operational RAM [GB];Memory type;Memory frequency [MHz];Number of installed slots;Total number of slots;Graphics card type;Graphics card brand;Model graphics cards;Operating system;Storage Type;Storage capacity [GB];Drive interfaces;SSD capacity [GB];Number of occupied slots M.2;Slots in total M.2;Equipment;Webcam;USB-C charging;Charging connector;Battery capacity [Wh];Charging power [W];Maximum battery capacity [h];Construction material;Convertibility;Colour;Weight [kg];Data;Graphical output ports;Network;Audio;USB-C;USB 3.2 Gen 1 (USB 3.0);Bluetooth;WiFi;WiFi version;Optical drive;Width [mm];Maximum height [mm];Depth [mm];Keyboard language;Laptop Series;Certification;Extended warranty;Package includes;Country;Special event;Intel processor generation;Graphics card memory [GB];Maximum Graphic Power (TGP) [W];Boost clock [MHz];"Number of occupied slots 2.5""";"Slots in total 2.5""";Number of cells;Thunderbolt / USB 4;USB 3.2 Gen 2;Standby time [h];Lease;Processor model;USB 2.0;Number of free slots;Number of stream processors;GPU Passmark;HDD capacity [GB];Other interfaces;USB 3.2 Gen 2x2;Intel Optane [GB]
1851;"Macbook Air 13"" M2 US 2022 Space Grey";51790.0;42802.0;;;Ordered on request;13.6;2560 × 1664 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);8.0;;;;;;16.0;;;;;['Integrated'];Apple;M2 10-core GPU;['macOS'];['SSD'];512.0;;512.0;;;['Backlit keyboard', 'Operating system'];1080 p;Can be charged via USB-C;USB-C;52.6;35.0;18.0;;Rigid (classic laptop);['Carbon'];1.24;Thunderbolt 4;USB-C;;['Headphone input'];;;Bluetooth v5.0;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.1;11.3;215.0;['EN'];Apple MacBook Air;;;['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;2.0;;;;M2;;;;;;;;
1852;"Macbook Air 13"" M2 CZ 2022 Dark Ink";51990.0;42967.0;;;Ordered on request;13.6;2560 × 1664 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);8.0;;;;;;16.0;;;;;['Integrated'];Apple;M2 10-core GPU;['macOS'];['SSD'];1000.0;;1000.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];1080 p;Can be charged via USB-C;USB-C, Apple MagSafe;52.6;35.0;18.0;['All-metal (unibody)'];Rigid (classic laptop);['Dark blue'];1.24;Thunderbolt 4;USB-C;;['Headphone input'];2.0;;Bluetooth v5.0;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.0;11.3;215.0;['CZ'];Apple MacBook Air;;;['Power adapter', 'Power cable'];;;;;;;;;;2.0;;;Yes;M2;;;;;;;;
1853;"MacBook Air 15"" M2 CZ 2023 Hvězdně bílý";61990.0;51231.0;;;Ordered on request;15.3;2880 × 1864 p× px;IPS;Glossy;;;500.0;;Apple Silicon;;Apple M2 (8-core);;;;;;;24.0;;;;;['Integrated'];Apple;M2 10-core GPU;['macOS'];['SSD'];1000.0;;1000.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];1080 p;Can be charged via USB-C;Apple MagSafe;66.5;70.0;;['All-metal (unibody)'];Rigid (classic laptop);['Gold'];1.51;;;;['Headphone input'];;;Bluetooth v5.3;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;340.4;11.5;237.6;['CZ'];Apple MacBook Air;;;['Power adapter'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;2.0;;15.0;;M2;;;;;;;;
1854;"MacBook Air 15"" M2 CZ 2023 Stříbrný";55990.0;46273.0;;;Ordered on request;15.3;2880 × 1864 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);;;;;;;16.0;;;;;['Integrated'];Apple;M2 10-core GPU;['macOS'];['SSD'];1000.0;;1000.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];1080 p;Can be charged via USB-C;Apple MagSafe;66.5;35.0;;['All-metal (unibody)'];Rigid (classic laptop);['Silver'];1.51;Thunderbolt 4;USB-C;;['Headphone input'];;;Bluetooth v5.3;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;340.4;11.5;237.6;['CZ'];Apple MacBook Air;;;['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;2.0;;18.0;;M2;;;;;;;;
1855;"Macbook Air 13"" M2 CZ 2022 Silver";55590.0;45942.0;;;Ordered on request;13.6;2560 × 1664 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);8.0;;;;4.0;['Automatic Overclocking', 'HyperThreading', 'Low energy consumption', 'Virtualization Support'];16.0;;;;;['Integrated'];Apple;M2 8-core GPU;['macOS'];['SSD'];1000.0;NVME;1000.0;;;['Backlit keyboard', 'Operating system'];1080 p;Can be charged via USB-C;;53.0;;18.0;['All-metal (unibody)'];Rigid (classic laptop);['Silver'];1.24;;;;;2.0;;Bluetooth v5.0;['WiFi 802.11ac', 'WiFi 802.11n', 'WiFi 802.11g', 'WiFi 802.11b', 'WiFi 802.11a', 'WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.0;11.3;215.0;['CZ'];Apple MacBook Air;;;;;;;;;;;;;2.0;;;Yes;M2;;;;;;;;
1856;"MacBook Air 15"" M2 CZ 2023 Stříbrný";55990.0;46273.0;;;Ordered on request;15.3;2880 × 1864 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);;;;;;;24.0;;;;;['Integrated'];Apple;M2 10-core GPU;['macOS'];['SSD'];512.0;;512.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];1080 p;Can be charged via USB-C;Apple MagSafe;66.5;35.0;;['All-metal (unibody)'];Rigid (classic laptop);['Silver'];1.51;Thunderbolt 4;USB-C;;['Headphone input'];;;Bluetooth v5.3;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;340.4;11.5;237.6;['CZ'];Apple MacBook Air;;;['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;2.0;;18.0;;M2;;;;;;;;
1857;"Macbook Air 13"" M2 RUS 2022 Dark Ink";55590.0;45942.0;;;Ordered on request;13.6;2560 × 1664 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);8.0;;;;4.0;['Automatic Overclocking', 'HyperThreading', 'Low energy consumption', 'Virtualization Support'];16.0;;;;;['Integrated'];Apple;M2 8-core GPU;['macOS'];['SSD'];1000.0;NVME;1000.0;;;['Backlit keyboard', 'Operating system'];1080 p;Can be charged via USB-C;;53.0;;18.0;['All-metal (unibody)'];Rigid (classic laptop);['Dark blue'];1.24;Thunderbolt 4;;;;;;Bluetooth v5.0;['WiFi 802.11ac', 'WiFi 802.11n', 'WiFi 802.11g', 'WiFi 802.11b', 'WiFi 802.11a', 'WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.0;11.3;215.0;['RU'];Apple MacBook Air;;;;;;;;;;;;;2.0;;;Yes;M2;;;;;;;;
1858;"Macbook Air 13"" M2 US 2022 Dark Ink";75590.0;62471.0;5.0;1.0;Ordered on request;13.6;2560 × 1664 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);8.0;;;;;;24.0;;;;;['Integrated'];Apple;M2 10-core GPU;['macOS'];['SSD'];2000.0;;2000.0;;;['Backlit keyboard', 'Operating system'];1080 p;Can be charged via USB-C;USB-C, Apple MagSafe;52.6;35.0;18.0;['All-metal (unibody)'];Rigid (classic laptop);['Dark blue'];1.24;Thunderbolt 4;USB-C;;['Headphone input'];;;Bluetooth v5.0;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.1;11.3;215.0;['EN'];Apple MacBook Air;;;['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;2.0;;;;M2;;;;;;;;
1859;"MacBook Air 15"" M2 CZ 2023 Silver";43990.0;36355.0;;;Ordered on request;15.3;2880 × 1864 p× px;IPS;Glossy;;;500.0;;Apple Silicon;;Apple M2 (8-core);;;;;;;16.0;;;;;['Integrated'];Apple;M2 10-core GPU;['macOS'];['SSD'];256.0;;256.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];1080 p;Can be charged via USB-C;Apple MagSafe;66.5;70.0;15.0;['All-metal (unibody)'];Rigid (classic laptop);['Silver'];1.51;;;;['Headphone input'];;;Bluetooth v5.3;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;340.4;11.5;237.6;['CZ'];Apple MacBook Air;;;['Power adapter'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;2.0;;;;M2;;;;;;;;
1860;"Macbook Air 13"" M2 CZ 2022 Space Grey";63990.0;52884.0;5.0;1.0;Ordered on request;13.6;2560 × 1664 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);8.0;;;;;;24.0;;;;;['Integrated'];Apple;M2 10-core GPU;['macOS'];['SSD'];1000.0;;1000.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];1080 p;Can be charged via USB-C;USB-C, Apple MagSafe;52.6;67.0;18.0;['All-metal (unibody)'];Rigid (classic laptop);['Carbon'];1.24;Thunderbolt 4;USB-C;;['Headphone input'];;;Bluetooth v5.0;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.0;11.3;215.0;['CZ'];Apple MacBook Air;;;['Power adapter', 'Power cable'];;;;;;;;;;2.0;;;Yes;M2;;;;;;;;
1861;"Macbook Air 13"" M2 CZ 2022 Dark Ink";69990.0;57843.0;5.0;1.0;Ordered on request;13.6;2560 × 1664 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);8.0;;;;;;16.0;;;;;['Integrated'];Apple;M2 10-core GPU;['macOS'];['SSD'];2000.0;;2000.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];1080 p;Can be charged via USB-C;USB-C, Apple MagSafe;52.6;67.0;18.0;['All-metal (unibody)'];Rigid (classic laptop);['Dark blue'];1.24;Thunderbolt 4;USB-C;;['Headphone input'];;;Bluetooth v5.0;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.0;11.3;215.0;['CZ'];Apple MacBook Air;;;['Power adapter', 'Power cable'];;;;;;;;;;2.0;;;Yes;M2;;;;;;;;
1862;"Macbook Air 13"" M1 International Gold 2020";35990.0;29744.0;;;Ordered on request;13.3;2560 × 1600 p× px;IPS;Glossy;16:10;60.0;;;Apple Silicon;;Apple M1;8.0;;;;;;8.0;;;;;['Integrated'];Apple;M1 7-core GPU;['macOS'];['SSD'];512.0;;512.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];720 p;Can be charged via USB-C;USB-C;50.0;30.0;19.0;;Rigid (classic laptop);['Gold'];1.25;Thunderbolt 3;;;['Combo Audio Jack'];2.0;;Bluetooth v5.0;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.1;15.6;212.4;['EN'];Apple MacBook Air;;;['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;;;;;M1;;;;;;;;
1863;"Macbook Air 13"" M2 CZ 2022 Dark Ink";55590.0;45942.0;5.0;1.0;Ordered on request;13.6;2560 × 1664 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);8.0;;;;4.0;['Automatic Overclocking', 'HyperThreading', 'Low energy consumption', 'Virtualization Support'];16.0;;;;;['Integrated'];Apple;M2 8-core GPU;['macOS'];['SSD'];1000.0;NVME;1000.0;;;['Backlit keyboard', 'Operating system'];1080 p;Can be charged via USB-C;;53.0;;18.0;['All-metal (unibody)'];Rigid (classic laptop);['Dark blue'];1.24;;;;;2.0;;Bluetooth v5.0;['WiFi 802.11ac', 'WiFi 802.11n', 'WiFi 802.11g', 'WiFi 802.11b', 'WiFi 802.11a', 'WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.0;11.3;215.0;['CZ'];Apple MacBook Air;;;;;;;;;;;;;2.0;;;Yes;M2;;;;;;;;
1864;"Macbook Air 13"" M1 CZ Gold 2020";34989.0;28917.0;5.0;2.0;Ordered on request;13.3;2560 × 1600 p× px;IPS;Glossy;16:10;60.0;400.0;;Apple Silicon;;Apple M1;8.0;;;;;;8.0;;;;;['Integrated'];Apple;M1 7-core GPU;['macOS'];['SSD'];512.0;;512.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];720 p;Can be charged via USB-C;;50.0;;18.0;['All-metal (unibody)'];Rigid (classic laptop);['Gold'];1.25;Thunderbolt 3;;;['Combo Audio Jack'];2.0;;Bluetooth v5.0;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.1;15.6;212.4;['CZ'];Apple MacBook Air;;;;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;;;;;M1;;;;;;;;
1865;"Macbook Air 13"" M CZ Gold 2020";41990.0;34702.0;4.0;1.0;Ordered on request;13.3;2560 × 1600 p× px;IPS;Glossy;16:10;60.0;400.0;;Apple Silicon;;Apple M1;8.0;;;;;;8.0;;;;;['Integrated'];Apple;M1 7-core GPU;['macOS'];['SSD'];1000.0;;1000.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];720 p;Can be charged via USB-C;;50.0;;18.0;['All-metal (unibody)'];Rigid (classic laptop);['Gold'];1.25;Thunderbolt 3;;;['Combo Audio Jack'];2.0;;Bluetooth v5.0;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.1;15.6;212.4;['CZ'];Apple MacBook Air;;;;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;;;;;M1;;;;;;;;
1866;"Macbook Air 13"" M2 CZ 2022 Space Grey";37990.0;31397.0;1.0;1.0;Ordered on request;13.6;2560 × 1664 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);8.0;;;;4.0;['Automatic Overclocking', 'HyperThreading', 'Low energy consumption', 'Virtualization Support'];16.0;;;;;['Integrated'];Apple;M2 8-core GPU;['macOS'];['SSD'];256.0;NVME;256.0;;;['Backlit keyboard', 'Operating system'];1080 p;Can be charged via USB-C;;53.0;;18.0;['All-metal (unibody)'];Rigid (classic laptop);['Carbon'];1.24;;;;;2.0;;Bluetooth v5.0;['WiFi 802.11ac', 'WiFi 802.11n', 'WiFi 802.11g', 'WiFi 802.11b', 'WiFi 802.11a', 'WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.0;11.3;215.0;['CZ'];Apple MacBook Air;;;;;;;;;;;;;2.0;;;Yes;M2;;;;;;;;
1867;Macbook Air 13“ M1 US Gold 2020;29990.0;24785.0;5.0;1.0;Ordered on request;13.3;2560 × 1600 p× px;IPS;Glossy;16:10;;400.0;;Apple Silicon;;Apple M1;8.0;;;;;;8.0;;;;;['Integrated'];Apple;M1 7-core GPU;['macOS'];['SSD'];256.0;;256.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];720 p;Can be charged via USB-C;USB-C;50.0;30.0;15.0;;Rigid (classic laptop);['Gold'];1.25;Thunderbolt 3;;;['Combo Audio Jack'];2.0;;Bluetooth v5.0;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.1;15.6;212.4;['EN'];Apple MacBook Air;;;['Power adapter'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;;;;;M1;;;;;;;;
1868;"Macbook Air 13"" M1 ENG Silver 2020";29990.0;24785.0;5.0;1.0;Ordered on request;13.3;2560 × 1600 p× px;IPS;Glossy;16:10;;400.0;;Apple Silicon;;Apple M1;8.0;;;;;;8.0;;;;;['Integrated'];Apple;M1 7-core GPU;['macOS'];['SSD'];256.0;;256.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];720 p;Can be charged via USB-C;USB-C;50.0;;15.0;['All-metal (unibody)'];Rigid (classic laptop);['Silver'];1.25;Thunderbolt 3;;;['Combo Audio Jack'];2.0;;Bluetooth v5.0;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.1;15.6;212.4;['EN'];Apple MacBook Air;;;;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;;;;;M1;;;;;;;;
1869;"MacBook Air 15"" M2 CZ 2023 Temně inkoustový";49990.0;41314.0;;;Ordered on request;15.3;2880 × 1864 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);;;;;;;16.0;;;;;['Integrated'];Apple;M2 10-core GPU;['macOS'];['SSD'];512.0;;512.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];1080 p;Can be charged via USB-C;Apple MagSafe;66.5;35.0;;['All-metal (unibody)'];Rigid (classic laptop);['Dark blue'];1.51;Thunderbolt 4;USB-C;;['Headphone input'];;;Bluetooth v5.3;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;340.4;11.5;237.6;['CZ'];Apple MacBook Air;;;['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;2.0;;18.0;;M2;;;;;;;;
1870;"Macbook Air 13"" M2 CZ 2022 Space Grey";49590.0;40983.0;;;Ordered on request;13.6;2560 × 1664 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);8.0;;;;4.0;['Automatic Overclocking', 'HyperThreading', 'Low energy consumption', 'Virtualization Support'];16.0;;;;;['Integrated'];Apple;M2 8-core GPU;['macOS'];['SSD'];512.0;NVME;512.0;;;['Backlit keyboard', 'Operating system'];1080 p;Can be charged via USB-C;;53.0;;18.0;['All-metal (unibody)'];Rigid (classic laptop);['Carbon'];1.24;;;;;2.0;;Bluetooth v5.0;['WiFi 802.11ac', 'WiFi 802.11n', 'WiFi 802.11g', 'WiFi 802.11b', 'WiFi 802.11a', 'WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.0;11.3;215.0;['CZ'];Apple MacBook Air;;;;;;;;;;;;;2.0;;;Yes;M2;;;;;;;;
1871;"Macbook Air 13"" M2 CZ 2022 Space Grey";51990.0;42967.0;;;Ordered on request;13.6;2560 × 1664 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);8.0;;;;;;16.0;;;;;['Integrated'];Apple;M2 10-core GPU;['macOS'];['SSD'];1000.0;;1000.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];1080 p;Can be charged via USB-C;USB-C, Apple MagSafe;52.6;35.0;18.0;['All-metal (unibody)'];Rigid (classic laptop);['Carbon'];1.24;Thunderbolt 4;USB-C;;['Headphone input'];2.0;;Bluetooth v5.0;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.0;11.3;215.0;['CZ'];Apple MacBook Air;;;['Power adapter', 'Power cable'];;;;;;;;;;2.0;;;Yes;M2;;;;;;;;
1872;"Macbook Air 13"" M2 CZ 2022 Dark Ink";63990.0;52884.0;;;Ordered on request;13.6;2560 × 1664 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);8.0;;;;;;24.0;;;;;['Integrated'];Apple;M2 10-core GPU;['macOS'];['SSD'];1000.0;;1000.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];1080 p;Can be charged via USB-C;USB-C, Apple MagSafe;52.6;35.0;18.0;['All-metal (unibody)'];Rigid (classic laptop);['Dark blue'];1.24;Thunderbolt 4;USB-C;;['Headphone input'];2.0;;Bluetooth v5.0;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.0;11.3;215.0;['CZ'];Apple MacBook Air;;;['Power adapter', 'Power cable'];;;;;;;;;;2.0;;;Yes;M2;;;;;;;;
1873;"MacBook Pro 16"" M3 MAX CZ 2023 Vesmírně černý";111790.0;92388.0;;;Ordered on request;16.2;3456 × 2234 p× px;Liquid Retina XDR;Glossy;16:10;120.0;1.0;;Apple Silicon;;Apple M3 Max (16-core);16.0;;;;;;48.0;;;;;['Integrated'];Apple;M3 MAX 40-core GPU;['macOS'];['SSD'];1000.0;;1000.0;;;['Backlit keyboard', 'Memory Card Reader', 'Operating system'];1080 p;Can be charged via USB-C;;100.0;;22.0;['All-metal (unibody)'];Rigid (classic laptop);['Carbon'];1.61;USB-C, Thunderbolt 4;HDMI;;['Combo Audio Jack'];3.0;;;;WiFi 6E;Without Optical Drive;355.7;16.8;248.1;['CZ'];Apple MacBook Pro;;;;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;3.0;;;;M3 MAX;;;;;;;;
1874;"Macbook Air 13"" M2 ENG 2022 Space Grey";48790.0;40322.0;;;Ordered on request;13.6;2560 × 1664 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);8.0;;;;;;16.0;;;;;['Integrated'];Apple;M2 8-core GPU;['macOS'];['SSD'];512.0;;512.0;;;['Backlit keyboard', 'Operating system'];1080 p;Can be charged via USB-C;USB-C;52.6;;18.0;;Rigid (classic laptop);['Carbon'];1.24;Thunderbolt 4;;;['Headphone input'];;;Bluetooth v5.0;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.1;11.3;215.0;['EN'];Apple MacBook Air;;;['Power adapter'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;2.0;;;;M2;;;;;;;;
1875;MSI Stealth 16 Studio A13VG-078CZ;54990.0;45446.0;;;Ordered on request;16.0;2560 × 1600 p× px;IPS;Matte;16:10;240.0;;['100% DCI-P3'];Intel Core i7;;Intel Core i7 13700H Raptor Lake;1.0;3.7;5.0;45.0;24.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];32.0;DDR5;;2.0;2.0;['Dedicated'];NVIDIA GeForce;RTX 4070;['Windows 11 Home'];['SSD'];2000.0;PCIe NVMe;2000.0;1.0;2.0;['Backlit keyboard', 'Numeric keyboard', 'Fingerprint Reader', 'Memory Card Reader', 'Operating system', 'MUX Switch', 'Windows Hello'];1080 p;Can be charged via USB-C;;99.9;240.0;;;Rigid (classic laptop);['White'];1.99;;HDMI, DisplayPortDigital graphic output, suitable for transmission of uncompressed digital high-definition content. Supports up to 8-channel audio and 3D images. Not compatible with DVI and HDMI connectors.;['RJ-45 (LAN)'];['Combo Audio Jack'];1.0;;Bluetooth v5.3;['WiFi 802.11ax (6GHz)'];;Without Optical Drive;356.0;19.95;259.0;['CZ', 'SK'];MSI series GS;['NVIDIA RTX Studio'];;['Power adapter'];;Digital student SK;Raptor Lake (13th generation);8.0;;;;;4.0;1.0;1.0;;;;;;;;;;;
1876;"MacBook Air 15"" M2 CZ 2023 Stříbrný";49990.0;41314.0;;;Ordered on request;15.3;2880 × 1864 p× px;IPS;Glossy;;;500.0;;Apple Silicon;;Apple M2 (8-core);;;;;;;16.0;;;;;['Integrated'];Apple;M2 10-core GPU;['macOS'];['SSD'];512.0;;512.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];1080 p;Can be charged via USB-C;Apple MagSafe;66.5;35.0;;['All-metal (unibody)'];Rigid (classic laptop);['Silver'];1.51;Thunderbolt 4;USB-C;;['Headphone input'];;;Bluetooth v5.3;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;340.4;11.5;237.6;['CZ'];Apple MacBook Air;;;['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;2.0;;18.0;;M2;;;;;;;;
1877;"MacBook Pro 14"" M3 MAX CZ 2023 Vesmírně černý";95990.0;79331.0;;;Ordered on request;14.2;3024 × 1964 p× px;IPS;Glossy;16:10;;1.0;;Apple Silicon;;Apple M3 Max (14-core);14.0;;;;;['Automatic Overclocking', 'HyperThreading', 'Low energy consumption', 'Virtualization Support'];36.0;;;;;['Integrated'];Apple;M3 MAX 30-core GPU;['macOS'];['SSD'];1000.0;;1000.0;;;['Backlit keyboard', 'Operating system'];720 p;Can be charged via USB-C;;58.0;;20.0;['All-metal (unibody)'];Rigid (classic laptop);['Carbon'];1.61;;;;;2.0;;Bluetooth v5.0;['WiFi 802.11ac', 'WiFi 802.11ax'];WiFi 6;Without Optical Drive;312.6;15.5;221.2;['CZ'];Apple MacBook Pro;;;;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;2.0;;;;M3 MAX;;;;;;;;
1878;VICTUS by HP 16-r0002nc Performance Blue;44090.0;36438.0;;;Ordered on request;16.1;2560 × 1440 p× px;IPS;Matte;16:9;240.0;300.0;;Intel Core i7;;Intel Core i7 13700H Raptor Lake;14.0;1.8;5.0;45.0;24.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];32.0;DDR5;5.2;2.0;2.0;['Dedicated'];NVIDIA GeForce;RTX 4070;['Windows 11 Home'];['SSD'];1000.0;PCIe NVMe;1000.0;1.0;1.0;['Numeric keyboard', 'Operating system', 'TPM 2.0', 'RGB backlit keyboard'];1080 p;No charging via USB-C;;70.0;230.0;16.25;['Plastic'];Rigid (classic laptop);['Blue'];2.33;USB-C;HDMI, USB-C;['RJ-45 (LAN)'];['Combo Audio Jack'];1.0;3.0;Bluetooth v5.3;['WiFi 802.11ax (6GHz)'];WiFi 6E;Without Optical Drive;369.0;23.9;259.4;;HP Victus;['TÜV Low Blue Light', 'Windows 11 compatible'];;['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;Raptor Lake (13th generation);8.0;120.0;2.175;;;4.0;;;;;;;;;;;;;
